"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
170401, 05MAY21,        , S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170412, 05MAY21, 05MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170418, 05MAY21, 06MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170420, 05MAY21, 05MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, DIAG      , DIAGNOSIS FOR,"        "
,,,,,,,,,,,,,,,,,,
170420, 05MAY21, 05MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, DIAG      , DIAGNOSIS FOR,"        "
,,,,,,,,,,,,,,,,,,
170420, 05MAY21, 05MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170428, 05MAY21, 05MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170429, 05MAY21, 05MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,125,0, DUEBILL   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170442, 05MAY21, 05MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170450, 06MAY21, 06MAY21, S1,99999,  E,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,99999,  N,15,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170455, 13MAY21, 13MAY21, S1,99999,  Q,18,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170458, 10MAY21, 13MAY21, S1,99999,  K,12,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170459, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170464, 06MAY21, 29MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, DETAIL    , DETAIL CAR (W,"        "
,,,,,,,,,,,,,,,,,,
170465, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170470, 05MAY21, 05MAY21, S1,99999,  A,1,  , ST,   , CMBI ,  ROP,0,2,428.21,100, CRO       , CORRECTION RE,"        "
,,,,,,,,,,,,,,,,,,
170471, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170472, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170473, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170476, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170477, 06MAY21, 07MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170477, 06MAY21, 07MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170478, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170479, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170481, 06MAY21, 07MAY21, S1,99999,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, DIAG      , see tech note,"        "
,,,,,,,,,,,,,,,,,,
170482, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170483, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170485, 06MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , WLV  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170488, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170489, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170491, 06MAY21,        , S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170501, 06MAY21, 07MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170508, 06MAY21, 06MAY21, S1,99999,  C,3,  , ST,   , CSR  ,  ROP,0,0,-50,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
170509, 07MAY21, 07MAY21, S1,99999,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170511, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170513, 06MAY21, 07MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170513, 06MAY21, 07MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170516, 07MAY21, 11MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170518, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170519, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170520, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170521, 07MAY21, 11MAY21, S1,99999,  D,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170522, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170524, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170527, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170531, 06MAY21, 06MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170531, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
170531, 06MAY21, 06MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
170533, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170534, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170535, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170538, 06MAY21, 06MAY21, S1,99999,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170538, 06MAY21, 06MAY21, S1,99999,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, SOP       , PASSANGER REA,"        "
,,,,,,,,,,,,,,,,,,
170539, 06MAY21, 07MAY21, S1,99999,  C,3,  , ST,   , WS4  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170543, 06MAY21, 06MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,50,0, R A       , VIN VERIFY   ,"        "
,,,,,,,,,,,,,,,,,,
170549, 14MAY21, 15MAY21, S1,99999,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170552, 11MAY21, 11MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,50,0, DUEBILL   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170557, 26MAY21, 26MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , Y            ,"        "
,,,,,,,,,,,,,,,,,,
170560, 07MAY21, 11MAY21, S1,99999,  E,5,  , ST,   , WLV  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170560, 07MAY21, 11MAY21, S1,99999,  G,7,  , ST,   , CSX  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170565, 27MAY21, 27MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170574, 07MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , CSR  ,  ROP,0,0,-50,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
170574, 07MAY21, 11MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170575, 07MAY21, 07MAY21, S1,99999,  D,4,  , ST,   , CSR  ,  ROP,0,0,0,0, MISC      , STAIN/MARK ON,"        "
,,,,,,,,,,,,,,,,,,
170578, 27MAY21, 27MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170583, 07MAY21, 11MAY21, S1,99999,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170589, 20MAY21,        , S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170589, 20MAY21,        , S1,99999,  B,2,  , ST,   , CSX  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170590, 07MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, PDEL      , PICK UP AND D,"        "
,,,,,,,,,,,,,,,,,,
170591, 07MAY21, 07MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , PERFORM PDR A,"        "
,,,,,,,,,,,,,,,,,,
170596, 07MAY21, 11MAY21, S1,99999,  C,4,  , ST,   , CSX  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170601, 07MAY21, 14MAY21, S1,99999,  F,4,  , ST,   , WLV  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170604, 11MAY21, 13MAY21, S1,99999,  D,4,  , ST,   , WLV  ,  ROP,0,0,250,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170605, 17MAY21, 17MAY21, S1,99999,  K,12,  , ST,   , ISM  ,  ROP,0,0.3,30,15, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170605, 17MAY21, 17MAY21, S1,99999,  L,13,  , ST,   , ISD  ,  ROP,0,0,112.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170611, 10MAY21, 10MAY21, S1,99999,  B,2,  , ST,   , ISD  ,  ROP,0,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170613, 11MAY21, 11MAY21, S1,99999,  H,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170615, 07MAY21, 11MAY21, S1,99999,  E,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170618, 08MAY21, 11MAY21, S1,99999,  F,6,  , ST,   , CSX  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170624, 07MAY21, 11MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170627, 07MAY21, 07MAY21, S1,99999,  A,1,  , ST,   , CMBI ,  ROP,0,0,125.02,0, CRO       , CORRECTION RE,"        "
,,,,,,,,,,,,,,,,,,
170629, 13MAY21, 13MAY21, S1,99999,  H,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170631, 20MAY21, 20MAY21, S1,99999,  A,1,  , ST,   , CSR  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170631, 20MAY21, 20MAY21, S1,99999,  B,2,  , ST,   , CSR  ,  ROP,0,0.4,0,20, M5120     , TIRE REPAIR  ,"        "
,,,,,,,,,,,,,,,,,,
170631, 20MAY21, 20MAY21, S1,99999,  C,3,  , ST,   , CSR  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170632, 17MAY21, 18MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170632, 17MAY21, 18MAY21, S1,99999,  E,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170635, 07MAY21, 07MAY21, S1,99999,  A,1,  , ST,   , CSR  ,  ROP,0,0,-112.52,0, CRO       , CORRECTION RE,"        "
,,,,,,,,,,,,,,,,,,
170649, 08MAY21, 25MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, ISM       ,              ,"        "
,,,,,,,,,,,,,,,,,,
AY21 10M,AY21 S1 ,99999, D ,  4   ST,   , CSR,  ,  R,OP ,0,0,0,-7.5,0,COUPON     ,WILD CARD $,15,"        "
,,,,,,,,,,,,,,,,,,
170671, 12MAY21, 12MAY21, S1,99999,  M,14,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170672, 13MAY21, 13MAY21, S1,99999,  I,10,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170673, 13MAY21, 13MAY21, S1,99999,  G,8,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170674, 13MAY21, 18MAY21, S1,99999,  F,7, *, ST,   , ISM  ,  OPP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170674, 18MAY21, 18MAY21, S1,99999,  F,7, *, ST,   , ISM  ,  ROP,0,0,0,0, VI        , DECLINED REPA,"        "
,,,,,,,,,,,,,,,,,,
170674, 18MAY21, 18MAY21, S1,99999,  G,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170682, 10MAY21, 13MAY21, S1,99999,  D,4,  , ST,   , CSX  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170683, 10MAY21, 19MAY21, S1,99999,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170689, 11MAY21, 11MAY21, S1,99999,  H,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170704, 11MAY21, 11MAY21, S1,99999,  E,6,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170705, 13MAY21, 13MAY21, S1,99999,  K,13,  , ST,   , ISD  ,  ROP,0,0,112.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170707, 20MAY21, 27MAY21, S1,99999,  J,12,  , ST,   , ISM  ,  ROP,0,0,112.31,0, UCD       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170708, 19MAY21, 19MAY21, S1,99999,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170709, 13MAY21, 14MAY21, S1,99999,  E,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170709, 13MAY21, 14MAY21, S1,99999,  F,6,  , ST,   , CSR  ,  ROP,0,0,-70,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
170716, 17MAY21, 19MAY21, S1,99999,  O,16,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170724, 10MAY21, 10MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , SMOG AS PER S,"        "
,,,,,,,,,,,,,,,,,,
170724, 10MAY21, 10MAY21, S1,99999,  B,3,  , ST,   , ISM  ,  ROP,0,0,50,0, VIN       , VIN VERIFICAT,"        "
,,,,,,,,,,,,,,,,,,
170728, 11MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170731, 12MAY21, 12MAY21, S1,99999,  L,13,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170732, 18MAY21, 18MAY21, S1,99999,  I,10,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170733, 20MAY21, 20MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, T         , TOWING       ,"        "
,,,,,,,,,,,,,,,,,,
170733, 20MAY21, 20MAY21, S1,99999,  E,5,  , ST,   , CSX  ,  ROP,0,0,-25,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
170734, 12MAY21, 12MAY21, S1,99999,  K,12,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170735, 17MAY21, 17MAY21, S1,99999,  H,10,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170736, 14MAY21, 14MAY21, S1,99999,  H,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170737, 27MAY21, 27MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170738, 20MAY21, 20MAY21, S1,99999,  I,10,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , already repai,"        "
,,,,,,,,,,,,,,,,,,
170738, 20MAY21, 20MAY21, S1,99999,  J,11,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170740, 12MAY21, 12MAY21, S1,99999,  D,5,  , ST,   , ISM  ,  ROP,0,0,0,0, RECALL    , CAR IS SOLD  ,"        "
,,,,,,,,,,,,,,,,,,
170740, 12MAY21, 12MAY21, S1,99999,  F,7,  , ST,   , ISM  ,  ROP,0,0,27.91,0, AF        , DECLINED REPA,"        "
,,,,,,,,,,,,,,,,,,
170740, 12MAY21, 12MAY21, S1,99999,  G,8,  , ST,   , ISM  ,  ROP,0,0,0,0, BRAKES    , DECLINED REPA,"        "
,,,,,,,,,,,,,,,,,,
170740, 12MAY21, 12MAY21, S1,99999,  H,9,  , ST,   , ISD  ,  ROP,0,0,212.31,0, UCD       , RUDYS EXPRESS,"        "
,,,,,,,,,,,,,,,,,,
170742, 13MAY21, 14MAY21, S1,99999,  G,6,  , ST,   , CSX  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170744, 27MAY21, 27MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170757, 11MAY21, 11MAY21, S1,99999,  A,1,  , ST,   , CMBI ,  ROP,0,0,-200,0, COR       , CORRECTION RO,"        "
,,,,,,,,,,,,,,,,,,
170758, 27MAY21, 29MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0.3,0,15, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
170766, 14MAY21, 14MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0.02,0,200,0, NCDI      , NEW CAR DETAI,"        "
,,,,,,,,,,,,,,,,,,
170768, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170769, 11MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
170770, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170771, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170774, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,85,0, DUEBILL   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170775, 12MAY21, 13MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170776, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,50,0, DUEBILL   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170778, 12MAY21, 13MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170781, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170783, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,75,0, DEFAULT   , ZAPPED LINE  ,"        "
,,,,,,,,,,,,,,,,,,
170784, 12MAY21, 12MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,50,0, DUEBILL   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170793, 13MAY21, 20MAY21, S1,99999,  G,5,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170795, 13MAY21, 14MAY21, S1,99999,  F,7,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170798, 11MAY21, 13MAY21, S1,99999,  C,3,  , ST,   , WLV  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170809, 11MAY21, 11MAY21, S1,99999,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170813, 12MAY21, 14MAY21, S1,99999,  D,4,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
170815, 11MAY21, 11MAY21, S1,99999,  A,1,  , ST,   , CMBI ,  ROP,0,0,-229.76,0, CRO       , CORRECTION RE,"        "
,,,,,,,,,,,,,,,,,,
170819, 11MAY21, 11MAY21, S1,99999,  A,1,  , ST,   , CMBI ,  ROP,0,0,8.4,0, CRO       , CORRECTION RE,"        "
,,,,,,,,,,,,,,,,,,
170820, 14MAY21, 14MAY21, S1,99999,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
